id,title,motion,manual motion,govt/opp motion,motion party affiliation,utt1,utt2,utt3,utt4,utt5,manual speech,vote speech,party affiliation,name,rebellion %
114,Leaving the EU: the Rural Economy,"That this House is concerned at the possible impact upon the rural economy of the Government’s aim for the UK to leave the EU; and calls upon the Government to present to Parliament a clear statement of its aims for the rural economy in negotiations with the EU prior to triggering Article 50, and to give assurances on the future of agriculture, particularly with regard to funding, and fisheries after 2020.",0,0,SNP,"Now we know that it is to be the hardest of hard Brexits, in what will perhaps be remembered as the biggest single act of economic self-flagellation ever inflicted on a nation. It will practically crucify our rural economy. If we were indulging in this hard Brexit for some lofty ideal, such as tackling global injustice or trying to improve the conditions of some of the world’s poorest, I could just about stomach it, but we are indulging in this sadistic piece of national self-harm because the UK does not like immigrants. That is the predominant issue, and it takes precedence over all others when it comes to exiting the European Union.","We live in a global, interconnected world where the movement of people has never been so profound, but the new global Britain is about to raise the drawbridge and ensure that nobody comes here. It is the Faragists on the hard right of the Tory party who have won the terms of Brexit. It is their vision that will now inform how this country progresses. I am so proud that my nation voted overwhelmingly to remain within the European Union, and I will do absolutely everything I can to ensure that its decision is respected.​","I am proud of the people of Perth and North Perthshire, who also voted overwhelmingly to remain within the European Union. My constituency is almost totally rural. We have some fine hill farming in highland Perthshire, and some of Scotland’s finest arable lands in east Perthshire, and the city of Perth was once the centre of agricultural administration in Scotland. All those activities are reliant upon international trade and support from the European Union. Farmers in my constituency are very concerned about what will happen to them. The news that one in five Scottish farmers and crofters intend to quit farming because of their concerns over Brexit should alarm this House.","I have the world-renowned Perthshire berry sector in my constituency—no better strawberries or raspberries are produced anywhere in the world. The harvesting of that crop relies entirely on European labour. This Government could put my berry farmers at ease today by announcing that they intend to renew the seasonal agricultural workers scheme. Just a few weeks ago I went around the hotels in Pitlochry, all of which depend upon European Union workers, and all of which are now under severe threat and greatly concerned about what will happen to them.","If England wants to indulge in this economic self-harm, that is up to England, but our country must now be listened to. We have decided something else and our view must be respected. We have alternatives, and I encourage the people of Scotland to have a very close look at them now.",1,1,SNP,Pete Wishart,0.3
114,Leaving the EU: the Rural Economy,"That this House is concerned at the possible impact upon the rural economy of the Government’s aim for the UK to leave the EU; and calls upon the Government to present to Parliament a clear statement of its aims for the rural economy in negotiations with the EU prior to triggering Article 50, and to give assurances on the future of agriculture, particularly with regard to funding, and fisheries after 2020.",0,0,SNP,"We all know and understand clearly my EU stance: I have been firmly out, out, out, as were my constituents. I watched entire families who had fished for generations walking away from the harbour and walking towards uncertainty, and all that was within me revolted against the EU. I have been told about massive schools of fish and yet told by the scientists that there were no fish. I have heard of modernisations for boats being scrapped as they did not meet EU standards, in order to have more money spent on useless changes that did not help the crew to do their job. I have had furious British fishermen prevented from working only to see European fleets fishing at will in our waters. I have heard the death knell rung over British fishing, not because there was a problem in the sea, but because there was a problem in Europe. I have watched that decline during my time as an elected representative at council level, in the Assembly and finally in this place.","I commend our negotiators. I have every faith in the ability of the Secretary of State and the Minister of State to do the job that we want them to do. We look forward to their doing it, and we support them entirely.","When the Brexit vote took place, I met many of the agri-food industries in my area, and I arranged for the Secretary of State to come to Northern Ireland to discuss their needs in a post-Brexit market. Their view is clear, and the Minister knows it. I know it, and I want to put it on the record. Lakeland Dairies—the Secretary of State saw it during her visit to Northern Ireland—is expanding its exports further, beyond these shores and across the world, with much success. Willowbrook Foods has signed new contracts, which indicates how much it is looking forward to the future. Mash Direct, Rich Sauces and Glastry Farm ice cream are all firms from my area that may have had some concerns, but now see the opportunities for them in the future.","In our negotiations about coming out of Europe, the impact on the rural economy will come down to our trading power. The fact that we import so much from the EU surely gives us the strength to ensure a fair return on our trade. Let us therefore look at the good things that we will have when we leave the EU when it comes to fishing and certainly when it comes to farming. These are the issues that will affect our rural economy and the factors that we must consider and that, more importantly, the Brexit team must consider.","I know that the team is under no illusion about the difficulties of finding the right plan for the majority of fishermen, farmers and producers. However, as a ​businessman said to me, this is an opportunity—leaving the EU will be an opportunity—that cannot be wasted, and we must not look back on it and wish we had done it differently. Let us do it the right way now. This is a democratic process: the people across the whole United Kingdom have spoken collectively to leave the EU, and we must now work on their behalf to bring to our strong rural community the benefits from the decision that has been taken. This is our challenge. Are we up to it? I believe we are",0,0,DUP,Jim Shannon,2.7
114,Leaving the EU: the Rural Economy,"That this House is concerned at the possible impact upon the rural economy of the Government’s aim for the UK to leave the EU; and calls upon the Government to present to Parliament a clear statement of its aims for the rural economy in negotiations with the EU prior to triggering Article 50, and to give assurances on the future of agriculture, particularly with regard to funding, and fisheries after 2020.",0,0,SNP,"Mine is a truly bucolic rural constituency, with quaint market towns, the beautifully old-fashioned seaside town of Filey and the stunning north Yorkshire moors. I believe it is the most beautiful constituency in the land—I would say so—but those magnificent landscapes conceal a vibrant economy. There is farming, of course, but also fantastic foods, which are on display every year at the sun-drenched Malton and Filey food festivals. Groovy Moo makes superb gelato ice cream, and Ian Mosey and Karro Food are pig and pork producers. There are other businesses that Members might not expect, such as precision engineering firms run by octogenarian Christopher Shaw of Sylatech and Eddie Neesom of Hunprenco. These people get up early and travel the world. They are not lazy; they are hard-working people who are confident of taking their products to the world.","One thing these people want across the world, as new trade deals are agreed, is a level playing field. They are excited by the future, but we need to be realistic. In this country, we quite rightly keep quite strong regulation on our businesses in terms of the workplace, the environment and animal welfare. If we do trade deals elsewhere, we must feel that we are on a level playing field with businesses in other nations to make sure that our businesses are not at a competitive disadvantage. We also need a level playing field in the United Kingdom. In our rural areas in north Yorkshire, we do not get the level of investment in infrastructure that we see in other parts of the country; it is about half in transport projects and broadband. All I would say on behalf of my constituents is that they see the world as an opportunity, but they want a level playing field.",,,,0,0,Con,Kevin Hollinrake,0.2
114,Leaving the EU: the Rural Economy,"That this House is concerned at the possible impact upon the rural economy of the Government’s aim for the UK to leave the EU; and calls upon the Government to present to Parliament a clear statement of its aims for the rural economy in negotiations with the EU prior to triggering Article 50, and to give assurances on the future of agriculture, particularly with regard to funding, and fisheries after 2020.",0,0,SNP,"I have sat through the whole debate and heard all the contributions, and it is very odd that nobody on the Scottish National party Benches thinks that leaving the EU would be a good thing. One of the curiosities of first past the post is that 38% of Scotland voted to leave the EU, but the SNP is entirely negative about the prospect of leaving it. It shows an iron discipline that Zanu-PF in Zimbabwe would be very proud of, but it is not representing the full range of Scottish opinion.","I want to make a very obvious point. For every £1 we receive from the EU, we put £2 in. That is what being a net contributor means. We can therefore more than compensate for the loss of any EU subsidies from our own budget, which—this is the point—we can decide for ourselves in the United Kingdom Parliament.","One would think that Britain never had a thriving, successful industry and agriculture before we joined the European Economic Community in 1972. Britain had industry, business and farming for 1,000 years before that. If the Opposition parties knew their history—I am surprised that Labour Members have not mentioned this—they would know that the Labour party introduced the Agriculture Act 1947, which very successfully underpinned British agriculture before we joined the EEC. No one remembers that; we just have doom and gloom from the Opposition parties.",,,0,0,Con,Kwasi Kwarteng,0.0
114,Leaving the EU: the Rural Economy,"That this House is concerned at the possible impact upon the rural economy of the Government’s aim for the UK to leave the EU; and calls upon the Government to present to Parliament a clear statement of its aims for the rural economy in negotiations with the EU prior to triggering Article 50, and to give assurances on the future of agriculture, particularly with regard to funding, and fisheries after 2020.",0,0,SNP,"I have the luck to represent a very beautiful constituency, but it is incumbent on all of us to remember that although the countryside is beautiful, it is not a living museum or a frozen Constable painting. There are real jobs and real livelihoods in the countryside, and they are extremely important.","In the very brief time available, I would like to make one point. The Minister will no doubt remember the pioneering flood alleviation work at Honeydale farm in my constituency, which she visited with me. I recently visited Littlestock brook in Milton-under-Wychwood, which is engaged in a similar scheme. A partnership of local landowners, the community and the Environment Agency are working together on upstream flood storage in the Evenlode valley. The measures include tree planting and the re-routing of streams to follow their natural watercourses. I make this point for one very good and ​clear purpose: there is an economic as well as an environmental benefit to the scheme. Fruit trees create fruit and wood that can be harvested by the local community. The scheme enables local sustainable businesses to create jobs and money.","Littlestock brook is essentially an open-air laboratory. I mention it because of the way the common agricultural policy is funded, which makes it very difficult for such small community endeavours to gain the funding they need. The CAP tends to favour very big schemes and very big landowners. Leaving the CAP gives us a golden opportunity to rework the policy, so that it works for all, and so that landowners in our communities can easily access the funding they need, without environmental schemes being tacked on as an afterthought. As the Secretary of State said, these environmental schemes can be part of the policy from the very beginning.",,,0,0,Con,Robert Courts,0.0
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"Is my hon. Friend surprised to learn that, in relatively peaceful Devon and Cornwall, there were 267 assaults on the police in the last year, more than doubling the associated costs in one year? Does she agree that one of the reasons that the police and other services are so vulnerable is that, because of cuts, they are increasingly operating on their own and not in pairs?",,,,,1,1,Lab,Ben Bradshaw,2.5
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"Fire crews, which attend emergencies and save people’s lives, are also coming under attack. It is outrageous that our police, fire and emergency ambulance services, which are all on the frontline, are being discussed not because of the positive work that they do, but because people think that it is fair game to attack them.","The Minister paints a rosy picture, but what about the families who have lost loved ones because of drivers using mobile phones at the wheel? The Minister clearly does not read newspapers, but quite a few papers today are carrying pictures of drivers using mobile phones. Drivers are killing people, and they are not stopped because there are no traffic police out there to stop them. What does the Minister think of that? Is that somebody else’s responsibility as well?",,,,1,1,Lab,Robert Flello,0.7
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"On Merseyside, the most recent figures equate to almost 16% of the entire force being subjected to an attack in one year. Not all those attacks would have resulted in injury, but very many of them did. Does my hon. Friend think that it is an urgent matter for the Government to collect proper statistics on such assaults?",,,,,1,1,Lab,Maria Eagle,1.8
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"May I, too, pay tribute to my hon. Friend the Member for Halifax for her outstanding work in bringing this debate to the Floor of the House of Commons? In the West Midlands police service, where the statistics are sound, 2,000 police officers have gone, violent crime is up by 20% and three police officers a day are being assaulted. Does my hon. Friend the Member for Hackney North and Stoke Newington agree that the price being paid, as a consequence of Government cuts, for the thin blue line becoming ever thinner is not just putting the public at risk—","Will the Minister for Policing put right what he said a few moments ago? It is not true that crime is falling; crime is changing. The Office for National Statistics includes online fraud and cybercrime in its figures. The figures are clear: crime is near doubling on the one hand, at a time when the police service is being cut by 20,000 on the other hand. This is the legacy of the Prime Minister from when she was Home Secretary.",,,,1,1,Lab,Jack Dromey,0.0
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"Does the right hon. Gentleman accept that in such situations, police dogs and horses are sometimes attacked and that police officers can be bitten and spat at? Does he agree that people who spit at and bite police officers should be automatically given blood tests to check whether they have transmittable diseases and that there should be sanctions for people who attack police dogs and horses?",,,,,1,1,Lab,Geraint Davies,2.1
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"The Minister mentions 13 years of Labour government. When Labour left office, there were 143,734 officers. There are now 124,000 officers. I should know that because I was the Police Minister in the last Labour Government. I will tell him this, too, while I am on my feet. Under the Labour Government, body cameras were trialled and introduced, with a plan for them to be rolled out in full. I know that, because I was the Police Minister in the last year of that Labour Government. Why do we not have body cameras on all officers, when the plans were there in 2009 to achieve that objective?","The Minister should know, in his role, that policing is not just about crime. Policing is about public order. Policing is about flooding. Policing is about dealing with public issues on the streets with people who are alcohol-intoxicated but have not yet committed a crime. Policing is not just about solving criminal activity. If there are fewer police on our streets, that is more dangerous, particularly if shifts are not working double-manned because of the cut in numbers.",,,,1,1,Lab,David Hanson,0.0
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"My right hon. Friend will know that here in Westminster we are often accustomed to seeing police officers dressed rather as we would have expected Jack Warner to dress in Dock Green. However, what I think is encouraging is that when we come across police officers out in Hampshire, for example, we find them dressed and protected against the very assaults to which my right hon. Friend has referred. That is vital.​",,,,,0,0,Con,Desmond Swayne,0.0
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"I commend the Minister for telling us that the funding situation is great while keeping a straight face—it is an admirable performance—but how can he possibly square that with the fact that chief constables, the Metropolitan Police Commissioner, borough commanders and the Mayor of London all agree that funding and resources are the key challenge to tackling street crime and the other crimes about which my constituents complain?",,,,,1,1,Lab,Wes Streeting,0.6
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"Does my right hon. Friend agree that all Members of Parliament who have any concerns about police being attacked have a responsibility not to address organisations that claim that there is a problem with police brutality, as some Members of the Opposition Front Bench have done?","I am delighted to be able to speak in this important debate, and I am glad that the Opposition have secured it. I spent nine years as a special constable, during which time I was assaulted—once in a police station, of all places, although not by another police officer. I echo many of the comments that have been made by Members from all parts of the House.","I am particularly keen on sentencing. It is fantastic that Members from all parts of the House are saying firmly that they want stronger sentences for people who commit assaults on police officers. I have stood here many times over a decade or more, as a Government Member and an Opposition Member, and argued that prison works, prison is effective, prison keeps people safe and prison acts as a deterrent. Many times, I have been intervened on by Opposition Members—and, sometimes, by Government Members—who have told me otherwise. There seems to be a strong consensus here, however, and I thoroughly support that.","I thoroughly support the use of Tasers. At the moment, all police officers are equipped with pepper spray or CS gas, as was the case when I started, and a long, retractable stick of metal called an ASP, which is basically a long baton. The problem is that the baton has to be used quite close up, and there is a risk of causing a severe injury by striking somebody in any way with a baton. Police officers are trained to use a baton against the legs and arms, but that is difficult to do in the sorts of situations where those batons are pulled out. The advantage of Tasers is that people can stand 10 or ​15 feet away and point it. The vast majority of times when a Taser is used, all the police officer has to do is to draw it and draw to the potential offender’s notice the fact that there is a red dot on their chest. The potential offender will very often desist from whatever they are doing and comply with the instructions they are given, without receiving any injury at all.","When I was a special, there was at one point a debate about the possibility of police officers being armed. I felt that I would never be able to do the job if I was armed with a firearm. I simply could not do that. I have the utmost respect for the highly trained officers who do, but the decision to use it is not something that I would ever want on my conscience. Using a Taser is something else. It is a far less offensive weapon than the retractable iron bar with which all police officers are equipped",0,0,Con,David Davies,0.0
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"The danger that our brave officers face was brought home to me when PC Suzanne Hudson was shot at point-blank range in Headingley in my constituency in 2013. Thankfully she survived and is now back at work, but the impact on her and her brave colleague, PC Richard Whiteley, has been huge. PC Whiteley saved his colleague but was then threatened himself. If they had not been working together as a pair, goodness knows what would have happened. Does the hon. Lady agree that working in pairs should be part of operational police procedure?",,,,,1,1,LD,Greg Mulholland,0.0
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"Kent police and our excellent police commissioner have ensured that all police officers have body-worn cameras to ensure that their safety is taken into account and that those who commit the crimes we are talking about are brought to account. As a result, the number of complaints against the police has also been cut. Does my hon. Friend think all police forces should do that?","Does the right hon. Gentleman agree that one area that really affects police officers and the public is drink-driving and driving while disqualified? Repeat offenders can only be given sixth months’ custody—it does not matter whether it is a second, third or fifth offence—so we have to review the sentencing on that. My previous private Member’s Bill was designed to increase the maximum sentence to two years. Does he think that that is a good idea and that we should do it?",,,,0,0,Con,Rehman Chisti,0.0
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"I recently went out on a ride-along with officers from Essex police. I witnessed a suspect who was being restrained attempting to spit at a police officer. It was a really ugly thing to see. Does my hon. Friend agree that we must look more seriously at the option of spit hoods, because if we really want to protect our police officers we need to do something concrete?",,,,,0,0,Con,Mark Francois,0.0
115,Police Officer Safety,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year; and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",0,0,Lab,"The average police officer will be assaulted every five or six years that they serve. It is easy to forget that those officers, despite their exceptional work, are regular people; they go to work to earn a living, to put food on the table and a roof over their family’s head. They should not have to put up with the threat of not coming home in one piece. We owe a tremendous debt of gratitude to all who put themselves in danger to protect us, and, as this debate has shown, we are extremely grateful for the work they do. However, it is our responsibility not only to recognise the problem before us, but to deal with it, too.","The Police Federation has claimed that lenient sentences given to those who assault officers are one of the main reasons that so many officers are harmed. Every force in the UK has incidents each week of police officers receiving punches to the face, bites to the arms, and cuts to the head, but the perpetrators are often let off without custodial sentences. On the occasions when a sentence is given, they can be woefully short. My hon. Friend the Member for Halifax and the hon. Member for Shipley have already raised this, but it is worth repeating: in one instance, a man found guilty of throwing acid in an officer’s face to avoid arrest was given a sentence of only 20 months. I do not think any Member of this House can contemplate how that must make the officer and their family feel.",Officers in our community have been clear time and again that they believe their safety is endangered by the weak sentences given to those who assault officers. We must take those claims seriously and consider tougher sentences for those who attack the police.,"We should also consider the increased danger that officers can be in during single staffed patrols. I know that many officers are concerned that they are at increased risk while on their own and it is not right that they are so often forced into such situations. As police numbers have been cut under this Government, single staffed patrols have increased. By the end of the last Parliament, budget cuts meant that my police force, South Wales police, had 500 fewer officers. The result of this is increased single staffed patrols that put officers in danger, as well as those whom they work to protect. Single staffed patrols too often leave officers in serious peril. If we do not listen to the warnings about budget cuts and the consequential increase in officers working on their own, we will see the effects on police officer safety.","Over the course of this debate alone, some nine police officers will have been assaulted. There will always be instances of police officers being in danger, but those instances need not so often lead to our officers being physically harmed. The police are clear that there are solutions to improving police officer safety—and whether through less lenient sentences or increased funding—we should listen and take note of what they are saying; after all, they are the experts.",1,1,Lab,Chris Elmore,0.0
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"We have had a lot of correspondence from local pharmacists and their customers worried about essential parts of the local community such as businesses, but is it not also the case that, with massive cuts in acute services and with primary care under pressure, those pharmacies provide an essential and cost-effective part of the local health service, which we simply cannot do without?",,,,,1,1,Lab,Andy Slaughter,0.0
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"It is a privilege to represent my hon. Friend’s mother, and he, of course, knows my constituency well. The constituency has high levels of deprivation, and our primary care services face incredible pressure owing to unsuitable practice premises and the difficulty of recruiting GPs. Does my hon. Friend agree that with only seven weeks’ notice, it is impossible for GPs, other primary care providers and pharmacists to accommodate and make provision for these cuts in a way that will allow them to continue to support deprived communities in my constituency and, indeed, the constituencies of all Members?",,,,,1,1,Lab,Kate Green,0.9
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"My hon. Friend is making an excellent speech. Over the past few years, a significant amount of work has been put into the Think Pharmacy First campaign, whose aim is to take pressure off GPs, ambulances and A & E services, but is ""QUOTATION"" really what the Government have in mind?","I wanted to make this point to the Minister: the closure of community pharmacies will clearly lead to a poorer service, a loss of patient choice and poorer health outcomes for those in more deprived parts of the country. Is this not just another example of Government short-term cuts that will cost us more in the long term?",,,,1,1,Lab,Catherine McKinnell,1.3
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"Doncaster pharmacists have told me that at least 20 pharmacies in the town will close as a result of the cuts. That is their estimate, on the ground. They have also told me that the Government should sit down with pharmacists and engage in meaningful discussions about pharmacy delivery. For example, setting up a minor ailments service and cutting the drugs budget could possibly save the NHS £5 million in Doncaster and £650 million overall.",,,,,1,1,Lab,Rosie Winterton,0.3
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"Surely the hon. Gentleman accepts that we have to get the most efficiencies we possibly can from the system? His party colleague the right hon. Member for Doncaster Central made a serious point about engaging with pharmacies to see how we can do it better. Does he agree—I would be interested to know why this is not in his motion—that category M clawbacks, which are levied exclusively on small independent pharmacies, might be extended to vertically integrated wholesalers as a way of making sure the system is more efficient than at present?","I certainly support the amendment on the Order Paper today, but does the Minister agree that, in relation to efficiencies, the issue of category M clawback is an important one? I tried to extract an answer to that question from the hon. Member for Leicester South earlier. Also, I ask the Minister to think again about the ownership-blind point that he just made. There is not an equal playing field at the moment, and there is a real risk that small independent pharmacies will continue to be done in.",,,,0,0,Con,Andrew Murrison,0.0
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"Many pharmacies in Halewood deliver medication, up to 8.30 pm, to elderly and vulnerable people who cannot get out of the house, and to care homes. What does my hon. Friend think will happen if those pharmacies have to close?",,,,,1,1,Lab,Maria Eagle,1.8
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"Although the Government say that they want to devote a greater proportion of overall health spending to primary care, our Health Committee’s report on primary care, published in the summer, showed that a smaller proportion was being devoted to the primary care sector, which, of course, includes pharmacies. ​Is that not the ultimate false economy? If we do not invest more in primary care, all the pressure goes into the acute sector.",,,,,1,1,Lab,Ben Bradshaw,2.5
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"Will the hon. Gentleman at least acknowledge that we all support community pharmacies? The town I live in has 3,500 residents and there are four pharmacies within a quarter of a mile. Will he at least acknowledge that a model that gives a block grant of £25,000 to each of those pharmacies purely for establishing themselves regardless of demand obviously needs review?",,,,,0,0,Con,Robert Jenrick,0.5
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"If anybody can square this circle, it is the Minister, given his extensive experience in this area. I genuinely believe that we have to sort out this issue. I am not happy to subsidise large private companies through the system—some of the chains have already been mentioned—so it is right to look at where the clusters occur. The Minister is well aware of the Kennet pharmacy in my constituency, and we all have really value-added pharmacies that are doing very valuable work. How can we help him, over the review period, to identify and support the services that those pharmacies provide? They must not be allowed to close as a result of this policy.",,,,,1,0,Con,Claire Perry,0.5
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"The hon. Lady makes an incredibly important point. People who go into a community pharmacy today will see a special treatment room where they can get phlebotomy, advice on blood pressure and all sorts of other things. Is it not perverse, cruel and utterly irrational to say to a group of professionals, who have done all this work to change the way they deliver their services, ""QUOTATION""?",,,,,1,1,Lab,Stephen Pound,1.6
116,Community Pharmacies,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services; calls on the Government to rethink its changes to community pharmacy funding; and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,0,0,Lab,"The hon. Lady makes two important points: this move is cuts-led, rather than well planned; and just as communities rely on their doctor, they rely on the facilities at their pharmacy. That is particularly true of elderly people and those with disabilities, who may have to travel miles, depending on where the pharmacy is.",,,,,1,1,Lab,Jim Cunningham,0.5
